Speciality,Year_of_experience,Location,City,dp_score,consultation_fee,npv(votes),Degree
Infertility Specialist,20,Dwarka,Delhi,91,600,610,MBBS
Infertility Specialist,22,Ashok Vihar,Delhi,93,1000,384,MBBS
Infertility Specialist,25,Karol Bagh,Delhi,91,500,32,MBBS
Infertility Specialist,18,Greater Kailash Part 1,Delhi,94,1400,171,MBBS
Infertility Specialist,12,Rohini Sector 7,Delhi,97,500,134,MBBS
Infertility Specialist,14,Defence Colony,Delhi,100,0,32,MBBS
Infertility Specialist,13,Prashant Vihar,Delhi,100,700,69,MBBS
Infertility Specialist,14,Vasant Kunj,Delhi,97,900,36,MBBS
Infertility Specialist,19,Patparganj,Delhi,100,1000,11,MBBS
Infertility Specialist,14,Rohini Sector 6,Delhi,100,1000,11,MBBS
Infertility Specialist,19,Kailash Colony,Delhi,94,1800,64,MBBS
Infertility Specialist,12,Punjabi Bagh,Delhi,96,500,27,MBBS
Infertility Specialist,7,Lajpat Nagar,Delhi,96,1500,27,MBBS
Infertility Specialist,17,Dwarka Sector 6,Delhi,95,900,21,MBBS
Infertility Specialist,13,Dwarka Sector 11,Delhi,95,600,21,MBBS
Infertility Specialist,23,Karol Bagh,Delhi,95,800,323,MBBS
Infertility Specialist,31,Malviya Nagar,Delhi,99,1500,72,MBBS
Infertility Specialist,18,Rajouri Garden,Delhi,98,1000,81,MBBS
Infertility Specialist,24,Chirag Delhi,Delhi,100,800,20,MBBS
Infertility Specialist,40,Vasant Kunj,Delhi,100,1000,20,MBBS
Infertility Specialist,47,Patparganj,Delhi,82,1000,11,MBBS
Infertility Specialist,43,Krishna Nagar,Delhi,97,500,251,MBBS
Gynecologist,16,Malad West,Mumbai,100,1000,1269,MBBS
Gynecologist,18,Chembur East,Mumbai,91,1200,180,MBBS
Gynecologist,17,Bhandup West,Mumbai,95,1200,132,MBBS
Gynecologist,17,Matunga,Mumbai,97,1000,38,MBBS
Gynecologist,24,Powai,Mumbai,71,1300,45,MBBS
Gynecologist,9,Gamdevi,Mumbai,99,2000,94,MBBS
Gynecologist,10,Bandra West,Mumbai,98,1000,195,MBBS
Gynecologist,15,Malad West,Mumbai,99,500,144,MBBS
Gynecologist,20,Chembur,Mumbai,96,1200,23,MBBS
Gynecologist,18,Malad West,Mumbai,99,1000,639,MBBS
Gynecologist,13,Chembur,Mumbai,100,900,27,MBBS
Gynecologist,12,Malad West,Mumbai,100,1500,204,MBBS
Gynecologist,12,Borivali West,Mumbai,100,800,204,MBBS
Gynecologist,20,Goregaon,Mumbai,97,500,88,MBBS
Gynecologist,15,Borivali West,Mumbai,100,800,205,MBBS
Gynecologist,14,Powai,Mumbai,100,1600,61,MBBS
Gynecologist,12,Andheri West,Mumbai,100,1200,47,MBBS
Gynecologist,12,Malad West,Mumbai,100,750,47,MBBS
Gynecologist,15,Kandivali West,Mumbai,100,800,47,MBBS
Gynecologist,9,Malad West,Mumbai,95,1000,41,MBBS
Infertility Specialist,18,Chembur East,Mumbai,91,1200,180,MBBS
Infertility Specialist,17,Bhandup West,Mumbai,95,1200,132,MBBS
Infertility Specialist,17,Matunga,Mumbai,97,1000,38,MBBS
Infertility Specialist,19,Chembur,Mumbai,100,1000,16,MBBS
Infertility Specialist,20,Chembur,Mumbai,96,1200,23,MBBS
Infertility Specialist,18,Malad West,Mumbai,99,1000,639,MBBS
Infertility Specialist,12,Malad West,Mumbai,100,1500,204,MBBS
Infertility Specialist,12,Borivali West,Mumbai,100,800,204,MBBS
Infertility Specialist,20,Goregaon,Mumbai,99,500,263,MBBS
Infertility Specialist,15,Borivali West,Mumbai,100,800,205,MBBS
Infertility Specialist,14,Powai,Mumbai,100,1600,61,MBBS
Infertility Specialist,12,Andheri West,Mumbai,100,1200,47,MBBS
Infertility Specialist,15,Kandivali West,Mumbai,100,800,47,MBBS
Gynecologist,23,HRBR Layout,Bangalore,99,600,2298,MBBS
Gynecologist,47,Old Airport Road,Bangalore,86,850,72,MBBS
Infertility Specialist,23,HRBR Layout,Bangalore,99,600,2298,MBBS
Gynecologist,13,Moti Nagar,Delhi,71,1200,14,MBBS
Gynecologist,22,JP Nagar 8 Phase,Bangalore,98,400,1613,MBBS
Gynecologist,29,Malviya Nagar,Delhi,95,2200,19,MBBS
Gynecologist,18,JP Nagar,Bangalore,93,600,159,MBBS
Gynecologist,9,Kanakpura Road,Bangalore,100,850,102,MBBS
Gynecologist,12,JP Nagar,Bangalore,98,800,44,MBBS
Gynecologist,11,Bannerghatta Road,Bangalore,99,900,307,MBBS
Infertility Specialist,18,JP Nagar,Bangalore,93,600,159,MBBS
Infertility Specialist,9,Kanakpura Road,Bangalore,100,850,47,MBBS
Infertility Specialist,12,JP Nagar,Bangalore,98,800,44,MBBS
Infertility Specialist,13,Ulsoor,Bangalore,100,500,48,MBBS
Infertility Specialist,5,Electronics City,Bangalore,92,600,26,MBBS
Gynecologist,18,Vasant Kunj,Delhi,100,800,348,MBBS
Gynecologist,9,Vikas Puri,Delhi,90,800,21,MBBS
Gynecologist,19,Chirag Delhi,Delhi,95,1200,98,MBBS
Gynecologist,12,Rohini,Delhi,97,2000,39,MBBS
Gynecologist,10,Malviya Nagar,Delhi,92,500,13,MBBS
Infertility Specialist,18,Vasant Kunj,Delhi,100,800,348,MBBS
Infertility Specialist,13,Lajpat Nagar,Delhi,100,500,11,MBBS
Infertility Specialist,12,Rohini,Delhi,100,2000,20,MBBS
Gynecologist,7,Churchgate,Mumbai,99,1500,195,MBBS
Infertility Specialist,7,Churchgate,Mumbai,99,1500,195,MBBS
Gynecologist,15,Mulund West,Mumbai,99,1200,94,MBBS
Infertility Specialist,15,Mulund West,Mumbai,99,1200,94,MBBS
Gynecologist,9,Whitefield,Bangalore,96,900,157,MBBS
Gynecologist,17,Greater Kailash Part 1,Delhi,99,1750,73,MBBS
Gynecologist,13,Whitefield,Bangalore,98,800,40,MBBS
Gynecologist,18,JP Nagar,Bangalore,98,500,308,MBBS
Infertility Specialist,13,Whitefield,Bangalore,98,800,40,MBBS
Infertility Specialist,18,JP Nagar,Bangalore,98,500,308,MBBS
Gynecologist,14,Shakti Nagar,Delhi,82,700,11,MBBS
Infertility Specialist,14,Shakti Nagar,Delhi,82,700,11,MBBS
Gynecologist,12,Rohini,Delhi,97,500,117,MBBS
Infertility Specialist,12,Rohini,Delhi,97,500,117,MBBS
Gynecologist,15,Punjabi Bagh,Delhi,73,800,15,MBBS
Infertility Specialist,19,Hauz Khas,Delhi,100,1000,117,MBBS
Gynecologist,20,Matunga,Mumbai,99,1200,95,MBBS
Infertility Specialist,20,Matunga,Mumbai,99,1200,95,MBBS
Gynecologist,18,Chembur,Mumbai,100,1200,21,MBBS
Gynecologist,15,Kengeri,Bangalore,93,700,303,MBBS
Gynecologist,21,HSR Layout,Bangalore,96,800,2699,MBBS
Gynecologist,11,Hebbal,Bangalore,98,1000,47,MBBS
Gynecologist,12,Nagarbhavi 2nd Stage,Bangalore,98,500,44,MBBS
Gynecologist,14,Basavanagudi,Bangalore,92,600,25,MBBS
Infertility Specialist,21,HSR Layout,Bangalore,96,800,2699,MBBS
Infertility Specialist,9,HSR Layout,Bangalore,98,800,46,MBBS
Infertility Specialist,22,HSR Layout,Bangalore,99,700,173,MBBS
Infertility Specialist,13,Bellandur,Bangalore,100,850,29,MBBS
Infertility Specialist,14,Basavanagudi,Bangalore,92,600,26,MBBS
Gynecologist,9,Bannerghatta Road,Bangalore,88,1100,16,MBBS
Gynecologist,21,Electronics City,Bangalore,96,700,82,MBBS
Infertility Specialist,21,Electronics City,Bangalore,96,700,82,MBBS
Gynecologist,24,Jayanagar 5 Block,Bangalore,98,700,799,MBBS
Gynecologist,26,Jayanagar 5 Block,Bangalore,99,700,707,MBBS
Infertility Specialist,26,Jayanagar 5 Block,Bangalore,99,700,707,MBBS
Gynecologist,18,Sarita Vihar,Delhi,100,1000,24,MBBS
Gynecologist,42,Patparganj,Delhi,63,1100,41,MBBS
Infertility Specialist,42,Patparganj,Delhi,63,1100,41,MBBS
Gynecologist,43,Sarita Vihar,Delhi,71,2000,21,MBBS
Infertility Specialist,43,Sarita Vihar,Delhi,71,2000,21,MBBS
Gynecologist,21,Rajarajeshwarinagar,Bangalore,94,600,173,MBBS
Gynecologist,10,Old Airport Road,Bangalore,99,850,307,MBBS
Infertility Specialist,21,Rajarajeshwarinagar,Bangalore,94,600,173,MBBS
Infertility Specialist,10,Old Airport Road,Bangalore,99,850,307,MBBS
Ophthalmologist,33,Jayanagar 9 Block,Bangalore,100,650,23,MBBS
Ophthalmologist,37,Koramangala 5 Block,Bangalore,100,750,32,MBBS
Ophthalmologist,22,Sarjapur Road,Bangalore,96,700,402,MBBS
Ophthalmologist,21,HSR Layout,Bangalore,89,500,658,MBBS
Ophthalmologist,30,Jayanagar,Bangalore,92,630,92,MBBS
Ophthalmologist,12,Jakkur,Bangalore,97,400,390,MBBS
Ophthalmologist,27,Millers Road,Bangalore,100,1000,13,MBBS
Ophthalmologist,21,Hebbal,Bangalore,92,800,12,MBBS
Ophthalmologist,20,Whitefield,Bangalore,100,800,20,MBBS
Ophthalmologist,37,Whitefield,Bangalore,90,900,21,MBBS
Ophthalmologist,11,HSR Layout,Bangalore,90,700,21,MBBS
Ophthalmologist,33,Shivaji Nagar,Bangalore,98,700,40,MBBS
Ophthalmologist,13,Yelahanka New Town,Bangalore,99,500,83,MBBS
Ophthalmologist,11,Indiranagar,Bangalore,100,600,31,MBBS
Ophthalmologist,11,Kammana Halli,Bangalore,100,200,31,MBBS
Ophthalmologist,5,Bannerghatta Road,Bangalore,100,500,31,MBBS
Ophthalmologist,22,Sarjapur Road,Bangalore,100,500,31,MBBS
Ophthalmologist,16,BTM Layout 2nd Stage,Bangalore,100,500,31,MBBS
Ophthalmologist,28,Sampangiramnagar,Bangalore,100,800,31,MBBS
Ophthalmologist,23,Old Airport Road,Bangalore,97,900,71,MBBS
Ophthalmologist,17,Yelahanka New Town,Bangalore,97,500,71,MBBS
Ophthalmologist,20,Pulikeshi Nagar,Bangalore,97,500,71,MBBS
Ophthalmologist,19,Bannerghatta Road,Bangalore,97,500,71,MBBS
Ophthalmologist,7,Vinayaka Nagar,Bangalore,97,500,71,MBBS
Ophthalmologist,10,Shivaji Nagar,Bangalore,97,500,71,MBBS
Ophthalmologist,14,Whitefield,Bangalore,64,700,11,MBBS
Ophthalmologist,11,Rajajinagar,Bangalore,64,400,11,MBBS
Ophthalmologist,17,Koramangala,Bangalore,64,500,11,MBBS
Ophthalmologist,13,Vinayaka Nagar,Bangalore,64,500,11,MBBS
Ophthalmologist,40,BTM Layout 1st Stage,Bangalore,92,400,25,MBBS
Ophthalmologist,15,Old Airport Road,Bangalore,99,900,91,MBBS
Ophthalmologist,24,Malleswaram,Bangalore,93,500,82,MBBS
Ophthalmologist,16,Sahakaranagar,Bangalore,92,500,39,MBBS
Ophthalmologist,15,Kundalahalli,Bangalore,100,650,17,MBBS
Ophthalmologist,14,JP Nagar 9 Phase,Bangalore,100,500,17,MBBS
Ophthalmologist,14,Bellandur,Bangalore,95,700,84,MBBS
Ophthalmologist,17,Kundalahalli,Bangalore,91,650,22,MBBS
Ophthalmologist,19,Sarjapur Road,Bangalore,91,700,22,MBBS
Ophthalmologist,7,Bannerghatta Road,Bangalore,91,500,22,MBBS
Ophthalmologist,22,Banashankari,Bangalore,91,400,22,MBBS
Ophthalmologist,5,HSR Layout,Bangalore,91,500,22,MBBS
Ophthalmologist,9,Whitefield,Bangalore,91,700,22,MBBS
Ophthalmologist,9,Bannerghatta Road,Bangalore,91,500,22,MBBS
Ophthalmologist,6,Pulikeshi Nagar,Bangalore,91,500,22,MBBS
Ophthalmologist,39,Karol Bagh,Delhi,91,750,145,MBBS
Ophthalmologist,38,Greater Kailash Part 2,Delhi,95,800,74,MBBS
Ophthalmologist,22,Shalimar Bagh,Delhi,93,700,167,MBBS
Ophthalmologist,42,Sarita Vihar,Delhi,93,2000,167,MBBS
Ophthalmologist,13,Dwarka,Delhi,98,600,168,MBBS
Ophthalmologist,29,Safdarjung Development Area,Delhi,94,1000,412,MBBS
Ophthalmologist,48,Patel Nagar West,Delhi,98,800,128,MBBS
Ophthalmologist,19,Dwarka Sector 6,Delhi,98,900,128,MBBS
Ophthalmologist,13,Janakpuri,Delhi,100,500,15,MBBS
Ophthalmologist,22,Panchsheel Park,Delhi,100,800,21,MBBS
Ophthalmologist,32,Sarita Vihar,Delhi,100,1500,12,MBBS
Ophthalmologist,12,Patel Nagar West,Delhi,100,600,12,MBBS
Ophthalmologist,25,Saket,Delhi,100,1000,12,MBBS
Ophthalmologist,21,Rohini,Delhi,98,600,844,MBBS
Ophthalmologist,26,Nehru Place,Delhi,92,1000,13,MBBS
Ophthalmologist,15,Vikas Puri,Delhi,100,500,11,MBBS
Ophthalmologist,9,Shalimar Bagh,Delhi,100,800,11,MBBS
Ophthalmologist,24,Saket,Delhi,93,1000,15,MBBS
Ophthalmologist,19,Karol Bagh,Delhi,93,900,15,MBBS
Ophthalmologist,24,Kilokri,Delhi,93,700,15,MBBS
Ophthalmologist,48,Krishna Nagar,Delhi,93,700,15,MBBS
Ophthalmologist,30,Paschim Vihar,Delhi,95,600,21,MBBS
Ophthalmologist,47,Karol Bagh,Delhi,100,1050,23,MBBS
Ophthalmologist,18,Saket,Delhi,97,1200,106,MBBS
Ophthalmologist,23,Greater Kailash Part 1,Delhi,97,1000,106,MBBS
Ophthalmologist,23,Laxmi Nagar,Delhi,76,400,25,MBBS
Ophthalmologist,33,Sarita Vihar,Delhi,99,600,1262,MBBS
Ophthalmologist,25,Saket,Delhi,92,1200,12,MBBS
Ophthalmologist,36,Shalimar Bagh,Delhi,92,1000,13,MBBS
Ophthalmologist,22,Saket,Delhi,82,1000,11,MBBS
Ophthalmologist,32,Andheri East,Mumbai,95,800,37,MBBS
Ophthalmologist,13,Andheri West,Mumbai,100,600,217,MBBS
Ophthalmologist,13,Andheri East,Mumbai,99,800,279,MBBS
Ophthalmologist,26,Parel,Mumbai,99,1200,178,MBBS
Ophthalmologist,24,Marine Drive,Mumbai,100,2500,34,MBBS
Ophthalmologist,24,Goregaon West,Mumbai,98,700,244,MBBS
Ophthalmologist,11,Ghatkopar East,Mumbai,100,800,26,MBBS
Ophthalmologist,38,Chembur East,Mumbai,89,1200,105,MBBS
Ophthalmologist,34,Chembur East,Mumbai,100,1000,412,MBBS
Ophthalmologist,14,Ghatkopar West,Mumbai,100,1500,301,MBBS
Ophthalmologist,26,Powai,Mumbai,100,1100,33,MBBS
Ophthalmologist,24,Santacruz West,Mumbai,99,1200,1011,MBBS
Ophthalmologist,10,Chembur East,Mumbai,100,1000,109,MBBS
Ophthalmologist,37,Chembur East,Mumbai,64,1000,22,MBBS
Ophthalmologist,11,Goregaon West,Mumbai,64,700,22,MBBS
Ophthalmologist,4,Malad West,Mumbai,64,600,22,MBBS
Ophthalmologist,22,Santacruz East,Mumbai,99,850,125,MBBS
Ophthalmologist,19,Goregaon East,Mumbai,97,500,61,MBBS
Ophthalmologist,25,Malad West,Mumbai,95,800,371,MBBS
Ophthalmologist,17,Matunga East,Mumbai,100,1500,29,MBBS
Ophthalmologist,17,Goregaon,Mumbai,94,700,16,MBBS
Ophthalmologist,29,Andheri,Mumbai,99,700,245,MBBS
Ophthalmologist,17,Bhandup,Mumbai,97,500,174,MBBS
Ophthalmologist,13,Chembur,Mumbai,99,1000,120,MBBS
Ophthalmologist,13,Chembur,Mumbai,99,1200,120,MBBS
Ophthalmologist,10,Vikhroli,Mumbai,96,500,28,MBBS
Ophthalmologist,15,Vileparle West,Mumbai,100,1000,35,MBBS
Ophthalmologist,14,Chembur,Mumbai,100,1000,35,MBBS
Ophthalmologist,27,Millers Road,Bangalore,99,1000,83,MBBS
Ophthalmologist,9,Safdarjung Enclave,Delhi,93,1000,15,MBBS
Ophthalmologist,11,Vasundhra Enclave,Delhi,93,600,15,MBBS
Ophthalmologist,28,Saket,Delhi,99,1000,326,MBBS
Ophthalmologist,22,Nirman Vihar,Delhi,98,800,52,MBBS
Ophthalmologist,10,Malad West,Mumbai,100,500,12,MBBS
Ophthalmologist,14,Chembur,Mumbai,99,1000,120,MBBS
Ophthalmologist,23,Wadala,Mumbai,99,600,366,MBBS
Ophthalmologist,15,Dwarka,Delhi,92,600,156,MBBS
Ophthalmologist,11,Malad West,Mumbai,64,1000,22,MBBS
Ophthalmologist,14,Bali Nagar,Delhi,98,600,168,MBBS
Ophthalmologist,27,Saket,Delhi,91,1000,145,MBBS
Ophthalmologist,24,Kandivali East,Mumbai,98,800,40,MBBS
Ophthalmologist,20,Malad West,Mumbai,99,1000,1337,MBBS
Ophthalmologist,27,Bandra West,Mumbai,92,1000,37,MBBS
Ophthalmologist,12,Saket,Delhi,100,700,11,MBBS
Ophthalmologist,17,Dadar,Mumbai,96,1000,49,MBBS
Orthopedist,19,Electronics City,Bangalore,97,700,118,MBBS
Orthopedist,14,Electronics City,Bangalore,100,700,12,MBBS
Orthopedist,18,Yeshwanthpur,Bangalore,99,500,89,MBBS
Orthopedist,17,Magrath Road,Bangalore,97,600,72,MBBS
Orthopedist,26,Magrath Road,Bangalore,97,600,72,MBBS
Orthopedist,17,Sarjapur Road,Bangalore,98,500,97,MBBS
Orthopedist,28,Hebbal,Bangalore,87,1000,30,MBBS
Orthopedist,27,Koramangala 5 Block,Bangalore,74,800,23,MBBS
Orthopedist,35,Jayanagar,Bangalore,84,1000,32,MBBS
Orthopedist,16,Whitefield,Bangalore,97,700,238,MBBS
Orthopedist,24,Old Airport Road,Bangalore,96,900,139,MBBS
Orthopedist,43,Jayanagar,Bangalore,96,750,139,MBBS
Orthopedist,22,Bannerghatta Road,Bangalore,96,850,24,MBBS
Orthopedist,15,KR Puram,Bangalore,94,450,158,MBBS
Orthopedist,18,Millers Road,Bangalore,91,1000,171,MBBS
Orthopedist,24,Jayanagar 9 Block,Bangalore,91,650,78,MBBS
Orthopedist,17,Jayanagar,Bangalore,99,750,171,MBBS
Orthopedist,24,Indiranagar,Bangalore,93,500,361,MBBS
Orthopedist,11,HSR Layout,Bangalore,100,500,233,MBBS
Orthopedist,28,Seshadripuram,Bangalore,90,740,20,MBBS
Orthopedist,19,Whitefield,Bangalore,95,600,56,MBBS
Orthopedist,16,Kundalahalli,Bangalore,76,700,94,MBBS
Orthopedist,27,Whitefield,Bangalore,100,850,16,MBBS
Orthopedist,17,Nagasandra,Bangalore,91,550,32,MBBS
Orthopedist,18,Old Airport Road,Bangalore,73,900,101,MBBS
Orthopedist,33,Jayanagar,Bangalore,100,700,62,MBBS
Orthopedist,10,Banashankari,Bangalore,100,700,62,MBBS
Orthopedist,34,Jayanagar 9 Block,Bangalore,95,650,96,MBBS
Orthopedist,20,BTM Layout 1st Stage,Bangalore,98,700,354,MBBS
Orthopedist,23,Millers Road,Bangalore,91,1000,11,MBBS
Orthopedist,14,Kanakpura Road,Bangalore,92,600,25,MBBS
Orthopedist,24,Whitefield,Bangalore,86,600,91,MBBS
Orthopedist,17,Jayanagar,Bangalore,86,750,91,MBBS
Orthopedist,20,Indiranagar,Bangalore,96,800,74,MBBS
Orthopedist,26,JP Nagar,Bangalore,100,1000,15,MBBS
Orthopedist,8,Malleswaram,Bangalore,98,700,40,MBBS
Orthopedist,25,Sampangiramnagar,Bangalore,100,800,84,MBBS
Orthopedist,40,Hebbal,Bangalore,100,800,339,MBBS
Orthopedist,24,Yeshwanthpur,Bangalore,74,850,19,MBBS
Orthopedist,15,Banashankari,Bangalore,93,500,14,MBBS
Orthopedist,22,Jayanagar 3 Block,Bangalore,99,750,86,MBBS
Orthopedist,19,Malleswaram,Bangalore,100,500,11,MBBS
Orthopedist,36,Old Airport Road,Bangalore,100,900,11,MBBS
Orthopedist,20,Jayanagar,Bangalore,95,750,20,MBBS
Orthopedist,18,Yelahanka,Bangalore,98,480,758,MBBS
Orthopedist,13,Indiranagar,Bangalore,100,800,39,MBBS
Orthopedist,23,Malleswaram,Bangalore,97,700,72,MBBS
Orthopedist,14,JP Nagar,Bangalore,100,800,19,MBBS
Orthopedist,11,KR Puram,Bangalore,100,600,11,MBBS
Orthopedist,14,Bannerghatta Road,Bangalore,64,850,22,MBBS
Orthopedist,12,Rajarajeshwarinagar,Bangalore,64,650,22,MBBS
Orthopedist,15,Horamavu,Bangalore,64,500,22,MBBS
Orthopedist,8,Yelahanka New Town,Bangalore,64,600,22,MBBS
Orthopedist,42,Jayanagar,Bangalore,99,700,72,MBBS
Orthopedist,31,Malleswaram,Bangalore,81,710,32,MBBS
Orthopedist,15,Padmanabhanagar,Bangalore,81,600,32,MBBS
Orthopedist,18,Mahadevapura,Bangalore,100,700,71,MBBS
Orthopedist,13,JP Nagar 7 Phase,Bangalore,100,700,71,MBBS
Orthopedist,12,Whitefield,Bangalore,100,850,71,MBBS
Orthopedist,12,Dasarahalli,Bangalore,78,500,46,MBBS
Orthopedist,7,Sarjapur Road,Bangalore,100,600,12,MBBS
Orthopedist,16,Malleswaram,Bangalore,100,700,46,MBBS
Orthopedist,9,Basaveshwaranagar,Bangalore,100,400,46,MBBS
Orthopedist,22,Indiranagar,Bangalore,97,800,62,MBBS
Orthopedist,5,Nagasandra,Bangalore,97,550,62,MBBS
Orthopedist,6,Malleswaram,Bangalore,97,700,62,MBBS
Orthopedist,44,Koramangala 5 Block,Bangalore,93,800,44,MBBS
Orthopedist,21,Hulimavu,Bangalore,95,500,153,MBBS
Orthopedist,35,Bannerghatta Road,Bangalore,95,850,153,MBBS
Orthopedist,31,Koramangala 5 Block,Bangalore,91,800,22,MBBS
Orthopedist,31,Koramangala 5 Block,Bangalore,89,800,548,MBBS
Orthopedist,30,Jayanagar 3 Block,Bangalore,93,800,1213,MBBS
Orthopedist,31,Banashankari,Bangalore,88,700,17,MBBS
Orthopedist,22,Koramangala 5 Block,Bangalore,87,800,47,MBBS
Orthopedist,32,Whitefield,Bangalore,83,850,54,MBBS
Orthopedist,33,Jayanagar 9 Block,Bangalore,83,650,54,MBBS
Orthopedist,12,Whitefield,Bangalore,100,850,448,MBBS
Orthopedist,19,Old Airport Road,Bangalore,99,900,141,MBBS
Orthopedist,21,Banashankari,Bangalore,88,700,66,MBBS
Orthopedist,11,Kundalahalli,Bangalore,97,700,246,MBBS
Orthopedist,42,Mahadevapura,Bangalore,85,700,13,MBBS
Orthopedist,30,Malleswaram,Bangalore,85,700,27,MBBS
Orthopedist,9,Kengeri,Bangalore,85,400,27,MBBS
Orthopedist,10,Magrath Road,Bangalore,100,500,39,MBBS
Orthopedist,13,Bannerghatta Road,Bangalore,90,850,59,MBBS
Orthopedist,16,HBR Layout,Bangalore,96,500,78,MBBS
Orthopedist,29,Basavanagudi,Bangalore,96,650,78,MBBS
Orthopedist,16,JP Nagar 7 Phase,Bangalore,92,700,12,MBBS
Orthopedist,11,Sadashivanagar,Bangalore,92,500,12,MBBS
Orthopedist,15,Sarjapur Road,Bangalore,92,500,12,MBBS
Orthopedist,11,Koramangala 5 Block,Bangalore,92,700,12,MBBS
Orthopedist,13,HRBR Layout,Bangalore,92,600,12,MBBS
Orthopedist,6,HSR Layout,Bangalore,92,600,12,MBBS
Orthopedist,13,JP Nagar,Bangalore,92,800,12,MBBS
Orthopedist,7,KR Puram,Bangalore,92,600,12,MBBS
Orthopedist,32,Safdarjung Enclave,Delhi,86,1500,14,MBBS
Orthopedist,17,Mayur Vihar Ph-II,Delhi,99,800,621,MBBS
Orthopedist,42,Sarita Vihar,Delhi,94,2000,142,MBBS
Orthopedist,40,Pusa Road,Delhi,93,1700,191,MBBS
Orthopedist,36,Pusa Road,Delhi,93,1500,191,MBBS
Orthopedist,48,Sarita Vihar,Delhi,93,1500,191,MBBS
Orthopedist,43,Sarita Vihar,Delhi,93,1500,191,MBBS
Orthopedist,22,Rohini,Delhi,94,500,31,MBBS
Orthopedist,32,Sarita Vihar,Delhi,100,2500,133,MBBS
Orthopedist,23,Pusa Road,Delhi,73,1500,11,MBBS
Orthopedist,17,Vasant Kunj,Delhi,90,800,279,MBBS
Orthopedist,21,Shastri Nagar,Delhi,100,500,20,MBBS
Orthopedist,9,Paschim Vihar,Delhi,100,600,25,MBBS
Orthopedist,15,Dwarka Sector 3,Delhi,98,700,1426,MBBS
Orthopedist,40,Saket,Delhi,94,1500,32,MBBS
Orthopedist,17,Sarita Vihar,Delhi,98,1500,679,MBBS
Orthopedist,39,Pitampura,Delhi,96,900,679,MBBS
Orthopedist,47,Sarita Vihar,Delhi,93,2000,44,MBBS
Orthopedist,28,Shalimar Bagh,Delhi,72,1000,32,MBBS
Orthopedist,27,CR Park,Delhi,84,1200,69,MBBS
Orthopedist,11,Rohini Sector 24,Delhi,91,500,149,MBBS
Orthopedist,26,Hauz Khas,Delhi,97,1200,446,MBBS
Orthopedist,22,Patparganj,Delhi,98,1200,642,MBBS
Orthopedist,11,Green Park,Delhi,100,1500,31,MBBS
Orthopedist,45,Sarita Vihar,Delhi,100,1500,31,MBBS
Orthopedist,23,Karol Bagh,Delhi,100,1050,31,MBBS
Orthopedist,23,Rohini,Delhi,99,700,174,MBBS
Orthopedist,19,Janakpuri,Delhi,97,800,153,MBBS
Orthopedist,16,Dwarka Sector 6,Delhi,100,900,31,MBBS
Orthopedist,26,Hauz Khas,Delhi,97,1200,515,MBBS
Orthopedist,33,Malviya Nagar,Delhi,96,1500,467,MBBS
Orthopedist,12,Dwarka Sector 7,Delhi,100,700,45,MBBS
Orthopedist,28,Shalimar Bagh,Delhi,100,1000,45,MBBS
Orthopedist,20,Greater Kailash Part 1,Delhi,98,1200,64,MBBS
Orthopedist,22,Karol Bagh,Delhi,98,1250,64,MBBS
Orthopedist,17,Patparganj,Delhi,94,800,16,MBBS
Orthopedist,41,Patparganj,Delhi,95,1000,21,MBBS
Orthopedist,25,Saket,Delhi,95,1200,21,MBBS
Orthopedist,17,Dwarka Sector 6,Delhi,95,900,21,MBBS
Orthopedist,9,Malviya Nagar,Delhi,98,700,46,MBBS
Orthopedist,38,Patparganj,Delhi,98,1200,46,MBBS
Orthopedist,8,Sarita Vihar,Delhi,98,1000,46,MBBS
Orthopedist,15,Saket,Delhi,94,1200,82,MBBS
Orthopedist,31,Saket,Delhi,94,1500,82,MBBS
Orthopedist,37,Sarita Vihar,Delhi,97,1500,67,MBBS
Orthopedist,10,Greater Kailash Part 1,Delhi,100,1000,16,MBBS
Orthopedist,24,Saket,Delhi,100,1500,16,MBBS
Orthopedist,47,Rohini,Delhi,96,800,314,MBBS
Orthopedist,34,Patparganj,Delhi,50,1200,18,MBBS
Orthopedist,23,Patparganj,Delhi,73,800,11,MBBS
Orthopedist,33,Siri Fort Road,Delhi,73,2000,11,MBBS
Orthopedist,7,Dwarka Sector 23,Delhi,73,500,11,MBBS
Orthopedist,12,Siri Fort Road,Delhi,73,1000,11,MBBS
Orthopedist,13,Moti Nagar,Delhi,90,800,335,MBBS
Orthopedist,16,Greater Kailash Part 1,Delhi,92,1000,50,MBBS
Orthopedist,31,Punjabi Bagh,Delhi,93,1500,27,MBBS
Orthopedist,24,Pusa Road,Delhi,93,1500,27,MBBS
Orthopedist,57,Kamla Nagar,Delhi,93,500,27,MBBS
Orthopedist,16,Vikas Puri,Delhi,96,500,122,MBBS
Orthopedist,18,Dwarka Sector 13,Delhi,72,800,18,MBBS
Orthopedist,22,Patparganj,Delhi,100,700,30,MBBS
Orthopedist,25,Pusa Road,Delhi,83,3000,40,MBBS
Orthopedist,23,Preet Vihar,Delhi,83,600,40,MBBS
Orthopedist,22,Chattarpur,Delhi,92,800,25,MBBS
Orthopedist,44,Shalimar Bagh,Delhi,92,1000,25,MBBS
Orthopedist,12,Greater Kailash Part 1,Delhi,94,1200,53,MBBS
